NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
PROTEIN-LIPID COMPLEX SUBUNIT ORGANIZATION%GOBP%GO:0071825	PROTEIN-LIPID COMPLEX SUBUNIT ORGANIZATION%GOBP%GO:0071825		20	0.69901204	1.8018985	0.0	0.06757852	0.87	1640	tags=45%, list=13%, signal=51%	
REGULATION OF METAPHASE/ANAPHASE TRANSITION OF CELL CYCLE%GOBP%GO:1902099	REGULATION OF METAPHASE/ANAPHASE TRANSITION OF CELL CYCLE%GOBP%GO:1902099		46	0.5435006	1.7958119	0.0	0.073493965	0.9	3243	tags=43%, list=25%, signal=58%	
POSITIVE REGULATION OF T CELL MIGRATION%GOBP%GO:2000406	POSITIVE REGULATION OF T CELL MIGRATION%GOBP%GO:2000406		17	0.7086895	1.7933965	0.0	0.0724541	0.9	1501	tags=35%, list=12%, signal=40%	
CYTOSKELETON-DEPENDENT CYTOKINESIS%GOBP%GO:0061640	CYTOSKELETON-DEPENDENT CYTOKINESIS%GOBP%GO:0061640		60	0.53855467	1.792268	0.0	0.070870884	0.9	1835	tags=32%, list=14%, signal=37%	
REGULATION OF WOUND HEALING%GOBP%GO:0061041	REGULATION OF WOUND HEALING%GOBP%GO:0061041		81	0.5173583	1.791773	0.0	0.06878645	0.9	2516	tags=40%, list=20%, signal=49%	
HALLMARK_TNFA_SIGNALING_VIA_NFKB%MSIGDB_C2%HALLMARK_TNFA_SIGNALING_VIA_NFKB	HALLMARK_TNFA_SIGNALING_VIA_NFKB%MSIGDB_C2%HALLMARK_TNFA_SIGNALING_VIA_NFKB		130	0.48011938	1.7887193	0.0	0.07024872	0.9	2645	tags=35%, list=21%, signal=44%	
PROTEIN-LIPID COMPLEX ASSEMBLY%GOBP%GO:0065005	PROTEIN-LIPID COMPLEX ASSEMBLY%GOBP%GO:0065005		15	0.7720287	1.7836717	0.0	0.0738501	0.92	1640	tags=53%, list=13%, signal=61%	
POSITIVE REGULATION OF BLOOD COAGULATION%GOBP%GO:0030194	POSITIVE REGULATION OF BLOOD COAGULATION%GOBP%GO:0030194		16	0.71803826	1.7804874	0.0	0.075116575	0.92	1057	tags=44%, list=8%, signal=48%	
AMINO ACID TRANSPORT ACROSS THE PLASMA MEMBRANE%REACTOME%R-HSA-352230.3	AMINO ACID TRANSPORT ACROSS THE PLASMA MEMBRANE%REACTOME%R-HSA-352230.3		17	0.6954219	1.7749377	0.0	0.08078335	0.92	1049	tags=41%, list=8%, signal=45%	
TRANSPORT OF INORGANIC CATIONS ANIONS AND AMINO ACIDS OLIGOPEPTIDES%REACTOME DATABASE ID RELEASE 75%425393	TRANSPORT OF INORGANIC CATIONS ANIONS AND AMINO ACIDS OLIGOPEPTIDES%REACTOME DATABASE ID RELEASE 75%425393		56	0.54865134	1.7718769	0.0	0.08128988	0.93	1049	tags=27%, list=8%, signal=29%	
NEGATIVE REGULATION OF ANOIKIS%GOBP%GO:2000811	NEGATIVE REGULATION OF ANOIKIS%GOBP%GO:2000811		16	0.7398043	1.7707695	0.0	0.081263155	0.93	1510	tags=56%, list=12%, signal=64%	
GLYCOSAMINOGLYCAN CATABOLIC PROCESS%GOBP%GO:0006027	GLYCOSAMINOGLYCAN CATABOLIC PROCESS%GOBP%GO:0006027		33	0.60374516	1.7693013	0.0	0.080994345	0.93	1537	tags=42%, list=12%, signal=48%	
POSITIVE REGULATION OF LYMPHOCYTE MIGRATION%GOBP%GO:2000403	POSITIVE REGULATION OF LYMPHOCYTE MIGRATION%GOBP%GO:2000403		18	0.6782164	1.7690121	0.0	0.079065904	0.93	1501	tags=33%, list=12%, signal=38%	
REGULATION OF CYTOKINE PRODUCTION INVOLVED IN IMMUNE RESPONSE%GOBP%GO:0002718	REGULATION OF CYTOKINE PRODUCTION INVOLVED IN IMMUNE RESPONSE%GOBP%GO:0002718		46	0.56375825	1.766708	0.0	0.07932888	0.93	2639	tags=37%, list=21%, signal=46%	
POSITIVE REGULATION OF INTERLEUKIN-1 PRODUCTION%GOBP%GO:0032732	POSITIVE REGULATION OF INTERLEUKIN-1 PRODUCTION%GOBP%GO:0032732		36	0.5881444	1.762662	0.0	0.08323896	0.94	2759	tags=47%, list=21%, signal=60%	
HALLMARK_IL2_STAT5_SIGNALING%MSIGDB_C2%HALLMARK_IL2_STAT5_SIGNALING	HALLMARK_IL2_STAT5_SIGNALING%MSIGDB_C2%HALLMARK_IL2_STAT5_SIGNALING		115	0.49507418	1.7605035	0.0	0.08407078	0.95	2005	tags=29%, list=16%, signal=34%	
POSITIVE REGULATION OF RESPONSE TO EXTERNAL STIMULUS%GOBP%GO:0032103	POSITIVE REGULATION OF RESPONSE TO EXTERNAL STIMULUS%GOBP%GO:0032103		139	0.4624926	1.7571665	0.0	0.08574615	0.95	2459	tags=36%, list=19%, signal=44%	
KERATINIZATION%REACTOME%R-HSA-6805567.2	KERATINIZATION%REACTOME%R-HSA-6805567.2		34	0.5974747	1.7568264	0.0	0.08392176	0.95	1855	tags=29%, list=14%, signal=34%	
REGULATION OF LEUKOCYTE MEDIATED CYTOTOXICITY%GOBP%GO:0001910	REGULATION OF LEUKOCYTE MEDIATED CYTOTOXICITY%GOBP%GO:0001910		32	0.6142997	1.7531009	0.0	0.08594517	0.96	2999	tags=50%, list=23%, signal=65%	
PLASMA LIPOPROTEIN PARTICLE ORGANIZATION%GOBP%GO:0071827	PLASMA LIPOPROTEIN PARTICLE ORGANIZATION%GOBP%GO:0071827		18	0.6953224	1.7479829	0.0	0.08953346	0.97	2185	tags=50%, list=17%, signal=60%	
MORPHOGENESIS OF AN EPITHELIAL SHEET%GOBP%GO:0002011	MORPHOGENESIS OF AN EPITHELIAL SHEET%GOBP%GO:0002011		25	0.6529431	1.7478138	0.0	0.088147916	0.97	1445	tags=36%, list=11%, signal=40%	
REGULATION OF INTERLEUKIN-1 BETA PRODUCTION%GOBP%GO:0032651	REGULATION OF INTERLEUKIN-1 BETA PRODUCTION%GOBP%GO:0032651		42	0.5605221	1.7476041	0.0	0.087011635	0.98	2455	tags=45%, list=19%, signal=56%	
POSITIVE REGULATION OF CYSTEINE-TYPE ENDOPEPTIDASE ACTIVITY%GOBP%GO:2001056	POSITIVE REGULATION OF CYSTEINE-TYPE ENDOPEPTIDASE ACTIVITY%GOBP%GO:2001056		104	0.50450176	1.7425088	0.0	0.0942182	0.99	2931	tags=36%, list=23%, signal=46%	
POSITIVE REGULATION OF RESPONSE TO WOUNDING%GOBP%GO:1903036	POSITIVE REGULATION OF RESPONSE TO WOUNDING%GOBP%GO:1903036		45	0.5680077	1.7376252	0.0	0.09962511	0.99	2902	tags=51%, list=23%, signal=66%	
HALLMARK_KRAS_SIGNALING_UP%MSIGDB_C2%HALLMARK_KRAS_SIGNALING_UP	HALLMARK_KRAS_SIGNALING_UP%MSIGDB_C2%HALLMARK_KRAS_SIGNALING_UP		93	0.4947822	1.7365842	0.0	0.099827096	0.99	2406	tags=39%, list=19%, signal=47%	
CORNIFICATION%GOBP%GO:0070268	CORNIFICATION%GOBP%GO:0070268		34	0.5974747	1.7339226	0.014492754	0.10255957	0.99	1855	tags=29%, list=14%, signal=34%	
DEVELOPMENTAL PIGMENTATION%GOBP%GO:0048066	DEVELOPMENTAL PIGMENTATION%GOBP%GO:0048066		17	0.66371876	1.7331198	0.0	0.10144323	0.99	1778	tags=35%, list=14%, signal=41%	
REGULATION OF VIRAL ENTRY INTO HOST CELL%GOBP%GO:0046596	REGULATION OF VIRAL ENTRY INTO HOST CELL%GOBP%GO:0046596		26	0.61501884	1.7327151	0.0	0.10054437	0.99	1493	tags=27%, list=12%, signal=30%	
RESPONSE TO HYDROGEN PEROXIDE%GOBP%GO:0042542	RESPONSE TO HYDROGEN PEROXIDE%GOBP%GO:0042542		44	0.5634178	1.730869	0.0	0.10141041	0.99	3001	tags=39%, list=23%, signal=50%	
DISEASES ASSOCIATED WITH GLYCOSYLATION PRECURSOR BIOSYNTHESIS%REACTOME DATABASE ID RELEASE 75%5609975	DISEASES ASSOCIATED WITH GLYCOSYLATION PRECURSOR BIOSYNTHESIS%REACTOME DATABASE ID RELEASE 75%5609975		17	0.6746214	1.7295815	0.0	0.1020705	0.99	1863	tags=41%, list=14%, signal=48%	
POSITIVE REGULATION OF WOUND HEALING%GOBP%GO:0090303	POSITIVE REGULATION OF WOUND HEALING%GOBP%GO:0090303		41	0.58274686	1.7294233	0.0	0.10070392	0.99	2455	tags=46%, list=19%, signal=57%	
PHOSPHATIDYLCHOLINE ACYL-CHAIN REMODELING%GOBP%GO:0036151	PHOSPHATIDYLCHOLINE ACYL-CHAIN REMODELING%GOBP%GO:0036151		17	0.7236154	1.7285354	0.0	0.09988258	0.99	1517	tags=47%, list=12%, signal=53%	
REGULATION OF SPROUTING ANGIOGENESIS%GOBP%GO:1903670	REGULATION OF SPROUTING ANGIOGENESIS%GOBP%GO:1903670		45	0.556046	1.7250701	0.0	0.10345503	0.99	1406	tags=36%, list=11%, signal=40%	
KERATINOCYTE DIFFERENTIATION%GOBP%GO:0030216	KERATINOCYTE DIFFERENTIATION%GOBP%GO:0030216		53	0.55106735	1.7199655	0.0	0.11073105	0.99	2005	tags=32%, list=16%, signal=38%	
AMINOGLYCAN CATABOLIC PROCESS%GOBP%GO:0006026	AMINOGLYCAN CATABOLIC PROCESS%GOBP%GO:0006026		35	0.58987516	1.7188276	0.0	0.11057214	0.99	1537	tags=40%, list=12%, signal=45%	
REGULATION OF CYSTEINE-TYPE ENDOPEPTIDASE ACTIVITY INVOLVED IN APOPTOTIC PROCESS%GOBP%GO:0043281	REGULATION OF CYSTEINE-TYPE ENDOPEPTIDASE ACTIVITY INVOLVED IN APOPTOTIC PROCESS%GOBP%GO:0043281		135	0.46785435	1.7181348	0.0	0.10995421	0.99	2579	tags=30%, list=20%, signal=37%	
O-GLYCAN PROCESSING%GOBP%GO:0016266	O-GLYCAN PROCESSING%GOBP%GO:0016266		41	0.57795507	1.7178981	0.0	0.10874331	0.99	990	tags=37%, list=8%, signal=40%	
REGULATION OF MITOTIC SISTER CHROMATID SEPARATION%GOBP%GO:0010965	REGULATION OF MITOTIC SISTER CHROMATID SEPARATION%GOBP%GO:0010965		48	0.5278053	1.7172288	0.0	0.10801697	0.99	3243	tags=44%, list=25%, signal=58%	
ORGANOPHOSPHATE CATABOLIC PROCESS%GOBP%GO:0046434	ORGANOPHOSPHATE CATABOLIC PROCESS%GOBP%GO:0046434		103	0.4925389	1.7162042	0.0	0.10834799	0.99	2139	tags=32%, list=17%, signal=38%	
REGULATION OF EXTRINSIC APOPTOTIC SIGNALING PATHWAY VIA DEATH DOMAIN RECEPTORS%GOBP%GO:1902041	REGULATION OF EXTRINSIC APOPTOTIC SIGNALING PATHWAY VIA DEATH DOMAIN RECEPTORS%GOBP%GO:1902041		37	0.57138413	1.7155848	0.0	0.10808472	1.0	2999	tags=35%, list=23%, signal=46%	
INTRA-GOLGI TRAFFIC%REACTOME%R-HSA-6811438.1	INTRA-GOLGI TRAFFIC%REACTOME%R-HSA-6811438.1		41	0.53810984	1.7155544	0.0	0.10654066	1.0	2701	tags=39%, list=21%, signal=49%	
WOUND HEALING, SPREADING OF CELLS%GOBP%GO:0044319	WOUND HEALING, SPREADING OF CELLS%GOBP%GO:0044319		16	0.719378	1.7146598	0.016393442	0.10730082	1.0	1445	tags=44%, list=11%, signal=49%	
REGULATION OF STRESS FIBER ASSEMBLY%GOBP%GO:0051492	REGULATION OF STRESS FIBER ASSEMBLY%GOBP%GO:0051492		61	0.5055989	1.7109015	0.0	0.10984892	1.0	2274	tags=38%, list=18%, signal=46%	
PHOSPHATIDYLCHOLINE METABOLIC PROCESS%GOBP%GO:0046470	PHOSPHATIDYLCHOLINE METABOLIC PROCESS%GOBP%GO:0046470		45	0.5687997	1.7085637	0.016666668	0.110962324	1.0	1517	tags=29%, list=12%, signal=33%	
REGULATION OF RESPONSE TO WOUNDING%GOBP%GO:1903034	REGULATION OF RESPONSE TO WOUNDING%GOBP%GO:1903034		93	0.506565	1.7011759	0.0	0.121783026	1.0	2516	tags=39%, list=20%, signal=48%	
CYTOSKELETAL REGULATION BY RHO GTPASE%PANTHER PATHWAY%P00016	CYTOSKELETAL REGULATION BY RHO GTPASE%PANTHER PATHWAY%P00016		47	0.53297395	1.699702	0.0	0.122167565	1.0	2535	tags=40%, list=20%, signal=50%	
POSITIVE REGULATION OF GTPASE ACTIVITY%GOBP%GO:0043547	POSITIVE REGULATION OF GTPASE ACTIVITY%GOBP%GO:0043547		139	0.468974	1.6994905	0.0	0.1208292	1.0	2679	tags=36%, list=21%, signal=45%	
REGULATION OF CYSTEINE-TYPE ENDOPEPTIDASE ACTIVITY%GOBP%GO:2000116	REGULATION OF CYSTEINE-TYPE ENDOPEPTIDASE ACTIVITY%GOBP%GO:2000116		151	0.4554872	1.6949553	0.0	0.12733881	1.0	2845	tags=33%, list=22%, signal=42%	
REGULATION OF PHOSPHOLIPASE ACTIVITY%GOBP%GO:0010517	REGULATION OF PHOSPHOLIPASE ACTIVITY%GOBP%GO:0010517		39	0.5498387	1.6938777	0.0	0.12712003	1.0	1686	tags=38%, list=13%, signal=44%	
PATHOGENIC ESCHERICHIA COLI INFECTION%WIKIPATHWAYS_20210210%WP2272%HOMO SAPIENS	PATHOGENIC ESCHERICHIA COLI INFECTION%WIKIPATHWAYS_20210210%WP2272%HOMO SAPIENS		35	0.55847186	1.6934175	0.014492754	0.12589528	1.0	1953	tags=43%, list=15%, signal=50%	
HALLMARK_GLYCOLYSIS%MSIGDB_C2%HALLMARK_GLYCOLYSIS	HALLMARK_GLYCOLYSIS%MSIGDB_C2%HALLMARK_GLYCOLYSIS		128	0.47739348	1.6932926	0.0	0.12457378	1.0	2807	tags=36%, list=22%, signal=46%	
REGULATION OF NATURAL KILLER CELL MEDIATED CYTOTOXICITY%GOBP%GO:0042269	REGULATION OF NATURAL KILLER CELL MEDIATED CYTOTOXICITY%GOBP%GO:0042269		17	0.64172	1.6919427	0.016949153	0.1258836	1.0	3653	tags=59%, list=28%, signal=82%	
NUCLEOBASE-CONTAINING SMALL MOLECULE CATABOLIC PROCESS%GOBP%GO:0034656	NUCLEOBASE-CONTAINING SMALL MOLECULE CATABOLIC PROCESS%GOBP%GO:0034656		29	0.601368	1.6897258	0.0	0.12740539	1.0	2293	tags=34%, list=18%, signal=42%	
HALLMARK_MTORC1_SIGNALING%MSIGDB_C2%HALLMARK_MTORC1_SIGNALING	HALLMARK_MTORC1_SIGNALING%MSIGDB_C2%HALLMARK_MTORC1_SIGNALING		132	0.45415738	1.6888275	0.0	0.12694986	1.0	2630	tags=36%, list=20%, signal=44%	
REGULATION OF MITOTIC METAPHASE/ANAPHASE TRANSITION%GOBP%GO:0030071	REGULATION OF MITOTIC METAPHASE/ANAPHASE TRANSITION%GOBP%GO:0030071		45	0.53283477	1.688321	0.0	0.12615232	1.0	3243	tags=42%, list=25%, signal=56%	
ARP2/3 COMPLEX-MEDIATED ACTIN NUCLEATION%GOBP%GO:0034314	ARP2/3 COMPLEX-MEDIATED ACTIN NUCLEATION%GOBP%GO:0034314		16	0.71194136	1.6875602	0.0	0.1253794	1.0	2072	tags=50%, list=16%, signal=60%	
PID_IL12_2PATHWAY%MSIGDB_C2%PID_IL12_2PATHWAY	PID_IL12_2PATHWAY%MSIGDB_C2%PID_IL12_2PATHWAY		33	0.5614519	1.6855584	0.0	0.12730096	1.0	3437	tags=42%, list=27%, signal=58%	
REGULATION OF BLOOD COAGULATION%GOBP%GO:0030193	REGULATION OF BLOOD COAGULATION%GOBP%GO:0030193		37	0.55436736	1.6851703	0.0	0.12618259	1.0	1057	tags=32%, list=8%, signal=35%	
POSITIVE REGULATION OF EXTRINSIC APOPTOTIC SIGNALING PATHWAY%GOBP%GO:2001238	POSITIVE REGULATION OF EXTRINSIC APOPTOTIC SIGNALING PATHWAY%GOBP%GO:2001238		25	0.60208637	1.6851283	0.0	0.12474869	1.0	1537	tags=32%, list=12%, signal=36%	
CYTOKINESIS%GOBP%GO:0000910	CYTOKINESIS%GOBP%GO:0000910		62	0.51901245	1.6846099	0.0	0.12447425	1.0	1835	tags=31%, list=14%, signal=36%	
PEPTIDYL-CYSTEINE MODIFICATION%GOBP%GO:0018198	PEPTIDYL-CYSTEINE MODIFICATION%GOBP%GO:0018198		24	0.6351872	1.6829134	0.0	0.12587115	1.0	1738	tags=42%, list=14%, signal=48%	
HALLMARK_ALLOGRAFT_REJECTION%MSIGDB_C2%HALLMARK_ALLOGRAFT_REJECTION	HALLMARK_ALLOGRAFT_REJECTION%MSIGDB_C2%HALLMARK_ALLOGRAFT_REJECTION		95	0.48594692	1.6798236	0.0	0.13077751	1.0	2993	tags=40%, list=23%, signal=52%	
REGULATION OF CHROMOSOME SEGREGATION%GOBP%GO:0051983	REGULATION OF CHROMOSOME SEGREGATION%GOBP%GO:0051983		84	0.47845238	1.6789666	0.0	0.13099563	1.0	3243	tags=40%, list=25%, signal=54%	
POSITIVE REGULATION OF IMMUNE EFFECTOR PROCESS%GOBP%GO:0002699	POSITIVE REGULATION OF IMMUNE EFFECTOR PROCESS%GOBP%GO:0002699		109	0.4636639	1.6777548	0.0	0.13153392	1.0	3058	tags=33%, list=24%, signal=43%	
POSITIVE REGULATION OF BLOOD VESSEL ENDOTHELIAL CELL MIGRATION%GOBP%GO:0043536	POSITIVE REGULATION OF BLOOD VESSEL ENDOTHELIAL CELL MIGRATION%GOBP%GO:0043536		36	0.5528585	1.6776365	0.0	0.13013463	1.0	2448	tags=42%, list=19%, signal=51%	
REGULATION OF GTPASE ACTIVITY%GOBP%GO:0043087	REGULATION OF GTPASE ACTIVITY%GOBP%GO:0043087		184	0.42775792	1.6772002	0.0	0.12950608	1.0	2824	tags=34%, list=22%, signal=43%	
ARACHIDONIC ACID METABOLISM%REACTOME%R-HSA-2142753.5	ARACHIDONIC ACID METABOLISM%REACTOME%R-HSA-2142753.5		33	0.5726914	1.6724039	0.03076923	0.1352612	1.0	1331	tags=30%, list=10%, signal=34%	
HALLMARK_HYPOXIA%MSIGDB_C2%HALLMARK_HYPOXIA	HALLMARK_HYPOXIA%MSIGDB_C2%HALLMARK_HYPOXIA		112	0.47054738	1.6714594	0.0	0.13469106	1.0	1585	tags=27%, list=12%, signal=30%	
ACTIVATION OF CYSTEINE-TYPE ENDOPEPTIDASE ACTIVITY INVOLVED IN APOPTOTIC PROCESS%GOBP%GO:0006919	ACTIVATION OF CYSTEINE-TYPE ENDOPEPTIDASE ACTIVITY INVOLVED IN APOPTOTIC PROCESS%GOBP%GO:0006919		65	0.51204973	1.6711475	0.0	0.13362405	1.0	2845	tags=40%, list=22%, signal=51%	
CELL DIVISION%GOBP%GO:0051301	CELL DIVISION%GOBP%GO:0051301		102	0.47770283	1.6682674	0.0	0.13795774	1.0	1663	tags=25%, list=13%, signal=28%	
CENTRIOLE REPLICATION%GOBP%GO:0007099	CENTRIOLE REPLICATION%GOBP%GO:0007099		20	0.6353001	1.6677483	0.0	0.13758202	1.0	752	tags=25%, list=6%, signal=27%	
CHLORIDE TRANSPORT%GOBP%GO:0006821	CHLORIDE TRANSPORT%GOBP%GO:0006821		31	0.58147556	1.6672691	0.014925373	0.13671495	1.0	1295	tags=35%, list=10%, signal=39%	
DEOXYRIBONUCLEOTIDE CATABOLIC PROCESS%GOBP%GO:0009264	DEOXYRIBONUCLEOTIDE CATABOLIC PROCESS%GOBP%GO:0009264		17	0.6513738	1.666753	0.0	0.13616577	1.0	2293	tags=41%, list=18%, signal=50%	
